Серия,Блеск при 60 град,Условная вязкость,ΔE,ΔL,Δa,Цветовое различие между партиями ΔЕ d/8,Δb,Время сушки,"Пиковая температура металла, °С",Толщина  для грунта,Адгезия,Стойкость к растворителям,Визуальный контроль поверхности,Внешний вид,Количество выкрасок с партии,Unnamed: 16,Степень перетира,Твердого вещества по объему,Грунт,Толщина пленки жидк.,Толщина для эмали/лака/чернил,Теоретический расход,Прочность при изгибе,Стойкость к обратному удару,Твердость по карандашу,Прочность растяжения по Эриксену,Блеск,Плотность,Массовая доля нелетучих веществ
,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение
п.39233 от 14.01.25 до 14.07.25,"40,30000","83,00000","0,28500","0,10200","-0,22500",,"-0,14300","30,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,58208","27,00000","49,11250",РРМ 310,"36,65055","18,00000","43,47710","1,5","10,00000",H,"7,00000",,"1,18000","65,50000"
п.39234 от 13.01.25 до 13.01.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,28000",
п.39235 от 14.01.25 до 14.07.25,"10,78000","78,00000",,,,,,"12,00000",,"6,00000",,"40,00000",Без дефектов,,,,,,D'LAC WEF 3020,,,,,,,,,"1,02000","43,70000"
п.39236 от 13.01.25 до 13.07.25,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,,
п.39237 от 16.01.25 до 16.07.25,"4,30000","93,00000","0,22700","-0,17800","-0,12200",,"-0,06900","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,27333",,"50,84773",РРМ 310,"37,77678","19,00000","40,35579",1,"10,00000",H,"7,00000",,"1,08000","59,95000"
п.39238 от 15.01.25 до 15.07.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.39239 от 17.01.25 до 17.07.25,"91,00000","140,00000",,,,,,"10,00000",,,,"30,00000",Без дефектов,,,,"7,00000",,,,"6,00000",,2,,,"5,00000",,"1,21000","52,00000"
п.39240 от 20.01.25 до 20.07.25,"4,00000","90,00000","0,29800","0,25300","-0,14300",,"0,06300","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,28506",,"49,37500",РРМ 310,"38,48101","19,00000","41,55949",1,"10,00000",H,"7,00000",,"1,08000","58,75000"
п.39242 от 13.01.25 до 13.07.25,,"166,00000",,,,,,,,,,,,,,,,,,,,,,,,,,"1,07000",
п.39244 от 14.01.25 до 14.07.25,"35,20000","82,00000","0,36962","0,05211","0,36493",,"0,02694","29,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,61798","23,00000","43,98625",РРМ 310,"40,92188","18,00000","47,20202","1,50000","10,00000",H,"7,00000",,"1,17000","61,70000"
п.39245 от 14.01.25 до 14.07.25,"37,30000","90,00000","0,31617","-0,30922","0,01768",,"0,06355","29,00000","232,00000","6,00000","1,00000","100,00000",Без дефектов,,,"1,61274","24,00000","44,42500",РРМ 310,"40,51773","18,00000","46,82150","1,5","10,00000",H,"6,00000",,"1,17000","62,00000"
п.39246 от 14.01.25 до 14.07.25,"32,50000","94,00000","0,39300","0,16400","-0,17000",,"-0,31400","29,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,54354","29,00000","43,16510",РРМ 310,"41,70036","18,00000","46,41039","1,5","10,00000",H,"7,00000",,"1,13288","59,86519"
п.39247 от 15.01.25 до 15.07.25,"38,80000","83,00000","0,42000","0,00600","0,42000",,"-0,01400","29,00000","232,00000","7,00000",,"120,00000",Без дефектов,,,"1,61886","28,00000","43,91313",РРМ 310,"40,99002","18,00000","47,26604","1,5","10,00000",H,"7,00000",,"1,17000","61,65000"
п.39248 от 14.01.25 до 14.07.25,,"75,00000",,,,,,"23,00000","232,00000",,,"100,00000",Без дефектов,,,"1,60553","24,00000","39,97102",,"12,57179","5,00000","14,63560",3,"5,00000",F,,,"1,17000","54,85000"
п.39249 от 15.01.25 до 15.07.25,"37,60000","90,00000","0,47905","0,09440","-0,36822",,"-0,29153","28,00000","232,00000","6,00000",,"110,00000",Без дефектов,,"2,00000","1,95050","26,00000","46,65125",РРМ 310,"38,24092","18,00000","51,51731","1,5","10,00000",H,"7,00000",,"1,34000","68,15000"
п.39250 от 14.01.25 до 14.07.25,,"65,00000",,,,,,"12,00000",,,,"30,00000",Без дефектов,,,,,,,,"5,00000",,,,,,,"1,00000","33,80000"
п.39251 от 13.01.25 до 13.07.25,"28,90000","76,00000",,,,,,"48,00000","232,00000","7,00000",,"100,00000",Без дефектов,,,"1,19547",,"50,71818",РРМ 310,"23,77093","12,00000","24,60656","1,5","4,00000",H,,,"1,04000","58,30000"
п.39252 от 16.01.25 до 16.07.25,"3,90000","119,50000","0,43000","0,11500","-0,21700",,"-0,35300","29,00000","245,00000","7,00000",,"120,00000",Без дефектов,,,"1,31403",,"50,68750",РРМ 310,"37,48459","19,00000","41,23305","1,5","10,00000",H,"7,00000",,"1,10000","60,55000"
п.39253 от 13.01.25 до 13.07.25,,,,,,,,,,,,,,,,,"7,00000",,,,,,,,,,,,
п.39254 от 13.01.25 до 13.07.25,,,,,,,,,,,,,,,,,"9,00000",,,,,,,,,,,,
п.39255 от 13.01.25 до 13.07.25,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,,
п.39256 от 14.01.25 до 14.07.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,17000",
п.39257 от 16.01.25 до 16.07.25,"37,50000","117,00000","0,31600","-0,04000","-0,19600",,"-0,24500","34,00000","249,00000","25,00000",,"110,00000",Без дефектов,,,"1,46299",,"49,74318",PPU 331,"50,12417","25,00000","58,80203","1,5","10,00000",H,,,"1,17000","62,20000"
п.39258 от 15.01.25 до 15.07.25,,"67,00000",,,,,,"28,00000","232,00000","6,00000",,"50,00000",Без дефектов,,,"1,71110",,"39,70625",РРМ 310,"17,66004","7,00000","21,33165",3,"5,00000",H,,,"1,21000","56,15000"
п.39259 от 15.01.25 до 15.07.25,,"64,00000",,,,,,"29,00000","232,00000","6,00000",,"30,00000",Без дефектов,,,"1,52445","11,00000","40,34432",,"14,94396",,"16,95406",,,,,,"1,14000","53,95000"
п.39260 от 21.01.25 до 21.07.25,"37,10000","84,00000","0,29500","-0,19900","-0,00800","0,23100","-0,21700","26,00000","224,00000","5,00000",,"120,00000",Без дефектов,,,"1,57049","23,00000","42,21625",РРМ 310,,"18,00000","47,55071",1,"16,00000",F,"7,00000",,"1,14000","59,45000"
п.39261 от 16.01.25 до 16.07.25,"11,20000","70,00000",,,,,,"28,00000","232,00000",,,"100,00000",Соответствует,,,"2,11720","18,00000","45,26364",,"13,25567","6,00000","19,08817","3,5","3,00000",F,,,"1,44000","66,55000"
п.39262 от 15.01.25 до 15.07.25,"3,94000","93,00000","0,21200","0,15600","-0,14300",,"0,00500","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,27717",,"50,35682",РРМ 310,"39,71657","20,00000","42,89389",1,"10,00000",H,"7,00000",,"1,08000","59,55000"
п.39264 от 14.01.25 до 14.07.25,"32,10000","83,00000","0,18600","-0,12200","-0,12800",,"-0,05500","29,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,77562","30,00000","45,15163",РРМ 310,"39,86567","18,00000","49,28927","1,50000","10,00000",H,"7,00000",,"1,24811","64,84389"
п.39265 от 15.01.25 до 15.07.25,"39,40000","95,00000","0,60200","0,57200","-0,06500",,"-0,17600","28,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"2,04210",,"50,83250",Полиэфирный 1311Т34 ALBA,"35,41042","18,00000","50,84059","1,5","10,00000",F,"6,00000",,"1,42000","72,30000"
п.39266 от 16.01.25 до 16.07.25,"18,40000","70,00000",,,,,,"26,00000","224,00000","5,00000",,"15,00000",Без дефектов,Белый цвет жидкого продукта,,"1,53963","10,00000","40,93182",,"12,29394",,"14,04775",,,,,,"1,15000","54,80000"
п.39267 от 15.01.25 до 15.07.25,"35,60000","98,50000","0,44400","0,25500","-0,16700",,"-0,32300","25,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,79760","21,00000",,PPE 100,,"20,00000","53,46027","1,5","10,00000",H,"6,00000",,"1,34000","67,25000"
п.39268 от 22.01.25 до 22.07.25,"3,90000","92,00000","0,28800","0,12300","-0,18600",,"-0,18300","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,40549",,"49,47727",РРМ 310,"40,42260","20,00000","46,08176",1,"10,00000",H,"7,00000",,"1,14000","61,00000"
п.39269 от 16.01.25 до 16.07.25,"3,40000","118,00000","0,31200","0,13700","-0,16400",,"-0,22700","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,31457",,"50,62500",РРМ 310,"39,21569","20,00000","43,45679",1.5,"10,00000",H,"7,00000",,"1,10000","60,50000"
п.39270 от 22.01.25 до 22.07.25,"36,60000","90,00000","0,37800","0,14300","0,07700",,"-0,34200","28,00000","232,00000","7,00000",,"120,00000",Без дефектов,,,"1,65207","27,00000","43,06500",РРМ 310,"41,79728","18,00000","48,43192","1,5","10,00000",H,"7,00000",,"1,18000","61,40000"
п.39271 от 20.01.25 до 20.07.25,"31,70000","99,00000","0,45200","-0,40800","0,05600",,"-0,18700","41,00000","249,00000","16,00000",,"80,00000",Без дефектов,,,"1,60661",,"53,67386",PPU 331,"44,71450","24,00000","56,78742","0,5","10,00000",F,"6,00000",,"1,27000","67,90000"
п.39273 от 15.01.25 до 15.07.25,"37,70000","85,00000","0,37200","0,13900","-0,32900",,"-0,10700","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,62063","27,00000","43,76688",РРМ 310,"41,33418","18,00000","47,39461","1,5","10,00000",H,"7,00000",,"1,17000","61,55000"
п.39274 от 16.01.25 до 16.01.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"0,77000",
п.39276 от 16.01.25 до 16.01.27,,,"0,55800","-0,46700","0,04600","0,79900","0,30200",,,,,,,,,,"17,00000",,,,,,,,,,,"1,22000",
п.39277 от 14.01.25 до 14.01.27,,,"6,60900","2,74500","-0,52300",,"-5,99000",,,,,,,,,,"17,00000",,,,,,,,,,,"1,17000",
п.39278 от 14.01.25 до 14.01.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,33000",
п.39279 от 15.01.25 до 15.01.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,35000",
п.39280 от 16.01.25 до 16.07.25,,"19,00000",,,,,,"4,00000",,,,,,,,,,,,,,,,,,,,,"19,90000"
п.39282 от 15.01.25 до 15.07.25,"37,90000","82,00000","0,39500","0,38000","0,10600",,"0,01600","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,68486","29,00000","45,70125",РРМ 310,"39,38623","18,00000","47,31276","1,5","10,00000",H,"7,00000",,"1,21000","64,10000"
п.39283 от 14.01.25 до 14.01.27,,,,,,,,,,,,,,Прозрачный,,,,,,,,,,,,,,,
п.39284 от 14.01.25 до 14.01.27,,,,,,,,,,,,,,Прозрачный,,,,,,,,,,,,,,,
п.39285 от 16.01.25 до 16.07.25,,"65,00000",,,,,,"12,00000",,,,"50,00000",Без дефектов,,"3,00000",,,,,,"5,00000",,,,,,,"0,96000","34,30000"
п.39288 от 16.01.25 до 16.07.25,"4,06000","79,00000","0,04000","-0,01900","0,00700",,"0,03500","28,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,22574",,"49,17045",РРМ 310,"38,64109","19,00000","40,57315",1,"10,00000",H,"7,00000",,"1,05000","57,40000"
п.39289 от 17.01.25 до 17.07.25,"42,70000","100,00000","0,22206","0,13301","-0,17552",,"-0,02853","28,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,81248","26,00000","51,61188",РРМ 310,"34,93111","18,00000","46,30893","1,5","10,00000",H,"7,00000",,"1,31000","70,45000"
п.39290 от 15.01.25 до 15.07.25,"37,60000","84,00000","0,33400","-0,29600","0,07800",,"-0,13300","29,00000","232,00000","5,00000",,"100,00000",Без дефектов,,,"1,94861","23,00000","41,82500",РРМ 310,"43,03646","18,00000","54,63386","1,5","10,00000",H,"7,00000",,"1,30000","64,20000"
п.39291 от 15.01.25 до 15.07.25,"37,50000","82,00000","0,10100","0,02500","-0,09000",,"0,03800","29,00000","232,00000","6,00000","1,00000","100,00000",Без дефектов,,,"1,55993","28,00000","45,14119",РРМ 310,"39,87489","18,00000","45,41352","1,5","10,00000",H,"7,00000",,"1,14975","61,82905"
п.39292 от 20.01.25 до 20.07.25,"41,00000","122,00000","0,47800","0,37500","-0,14800",,"0,25800","32,00000","249,00000","24,00000",,"110,00000",Без дефектов,,,"1,61029",,"52,03409",PPU 331,"46,12361","24,00000","58,11575",1.5,"10,00000",H,,,"1,26000","66,50000"
п.39293 от 20.01.25 до 20.07.25,"3,90000","98,00000","0,19500","0,10900","0,16200",,"0,01000","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,33478",,"48,37500",РРМ 310,"41,34367","20,00000","45,47804",1,"10,00000",H,"7,00000",,"1,10000","58,70000"
п.39294 от 16.01.25 до 16.07.25,"84,30000","61,00000",,,,,,"480,00000",,,,"20,00000",Без дефектов,,,,"8,00000",,,,"7,00000",,1,,,,,"1,40000","65,65000"
п.39295 от 21.01.25 до 21.07.25,"92,90000","145,00000",,,,,,"10,00000",,,,"30,00000",Без дефектов,,,,"8,00000",,,,"6,00000",,2,,,"5,00000",,"1,21000","51,85000"
п.39296 от 21.01.25 до 21.07.25,"43,10000","109,00000","0,18200","0,18100","-0,00100",,"-0,01000","33,00000","249,00000","24,00000",,"110,00000",Без дефектов,,,"1,59329",,"50,47045",PPU 331,"47,55258","24,00000","58,96519","1,5","10,00000",H,,,"1,24000","64,85000"
п.39297 от 17.01.25 до 17.07.25,"38,70000","84,00000","0,35100","0,29800","0,18500",,"0,02700","28,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,68486","25,00000","45,70125",РРМ 310,"39,38623","18,00000","47,31276","1,5","10,00000",H,"7,00000",,"1,21000","64,10000"
п.39298 от 20.01.25 до 20.07.25,"86,04000","83,00000",,,,,,"8,00000",,,,"20,00000",Без дефектов,,"3,00000",,"7,00000",,,,"14,20000",,"1,5",,,,,"1,47000","72,00000"
п.39299 от 23.01.25 до 23.07.25,"9,42000","74,00000",,,,,,"10,00000",,"8,00000",,"40,00000",Без дефектов,,,,,,D'LAC WET 1020 HV,,,,,,,,,"1,05000","44,90000"
п.39300 от 21.01.25 до 21.07.25,"96,80000","86,00000","0,50600","0,31800","-0,31100",,"-0,24100","60,00000","232,00000","7,00000",,"100,00000",Без дефектов,,,"2,01372","17,00000","32,81250",PPU 331 DA,"54,85714","18,00000","63,59124","0,5","10,00000",H,"7,00000",,"1,25000","57,00000"
п.39301 от 21.01.25 до 21.07.25,"96,42000","78,00000",,,,,,"12,00000",,"7,00000",,"40,00000",Без дефектов,,"3,00000",,,,D'LAC WEF 3020,,"3,20000",,,,,,,"1,05000","47,60000"
п.39302 от 16.01.25 до 16.07.25,"4,30000","114,50000","0,07000","-0,04900","-0,00700",,"-0,04900","29,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,32670",,"49,25000",Полиэфирный 1311Т34 ALBA,"40,60914","20,00000","44,67005","1,5","10,00000",F,"7,00000",,"1,10000","59,40000"
п.39303 от 16.01.25 до 16.07.25,"41,80000","117,00000","0,17402","0,14983","0,04570",,"0,07580","32,00000","249,00000","24,00000",,"110,00000",Без дефектов,,"2,00000","1,26926",,"48,81023",PPU 331,"49,23134","24,00000","52,61192","1,5","10,00000",H,,,"1,07000","57,90000"
п.39305 от 17.01.25 до 17.07.25,"20,20000","67,00000",,,,,,"27,00000","224,00000","5,00000",,"15,00000",Без дефектов,Белый цвет жидкого продукта,,"1,58894","9,00000","39,49545",,"12,61757",,"14,68523",,,,,,"1,16000","54,10000"
п.39306 от 16.01.25 до 16.07.25,,"75,00000",,,,,,"27,00000","224,00000","5,00000",,"15,00000",Без дефектов,,,"1,55300","14,00000","41,60455",,"12,01792",,"13,94078",,,,,,"1,16000","55,70000"
п.39307 от 17.01.25 до 17.07.25,,"62,00000","1,05721","1,03420","-0,21696",,"0,03246","25,00000","232,00000",,,"110,00000",Без дефектов,,,"1,56347","25,00000",,,,"5,00000","13,78719",,"3,00000",,,,"1,17000","56,70000"
п.39308 от 16.01.25 до 16.07.25,"35,00000","108,00000",,,,,,"29,00000","249,00000","24,00000",,"50,00000",Без дефектов,Белый цвет жидкого продукта,,"1,64813",,"39,05568",,"60,72106",,"72,51186",,,,,,"1,18000","54,55000"
п.39309 от 17.01.25 до 17.07.25,"41,50000","118,00000","0,31800","-0,28000","0,10500",,"-0,10800","33,00000","249,00000","25,00000",,"110,00000",Без дефектов,,,"1,42917",,"49,16477",PPU 331,"48,81544","24,00000","56,13776","1,5","10,00000",H,,,"1,15000","61,10000"
п.39310 от 17.01.25 до 17.07.25,"40,00000","92,00000","0,08600","-0,01800","0,04900","0,18100","-0,06800","26,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,84561","26,00000","50,66500",РРМ 310,"33,55374","17,00000","44,75793",1,"16,00000",F,"7,00000",,"1,32000","70,10000"
п.39311 от 15.01.25 до 15.01.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,30000",
п.39312 от 16.01.25 до 16.01.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,34000",
п.39313 от 21.01.25 до 21.01.26,,,"0,61000","0,13200","-0,41400","0,36200","-0,42800",,,,,,,соответсвует,,,"40,00000",,,,,,,,,"7,00000",,"1,74000","86,00000"
п.39314 от 21.01.25 до 21.07.25,,"17,00000",,,,,,"4,00000",,,,,,,,,,,,,,,,,,,,,"19,90000"
п.39315 от 16.01.25 до 16.07.25,"36,50000","88,00000","0,48000","-0,46900","-0,02400",,"0,09900","29,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,53872",,"47,24375",Полиэфирный 1311Т34 ALBA,"40,21696","19,00000","46,18583","1,5","10,00000",F,"6,00000",,"1,15000","63,30000"
п.39316 от 22.01.25 до 22.07.25,"37,30000","90,00000","0,21300","0,09500","-0,04000",,"-0,18600","27,00000","232,00000","5,00000",,"110,00000",Без дефектов,,,"1,53347","27,00000",,PPE 100,,"18,00000","43,12871","1,5","10,00000",H,"6,00000",,"1,21000","64,00000"
п.39317 от 16.01.25 до 16.07.25,"38,00000","92,00000","0,14500","-0,09800","0,10400",,"-0,03000","30,00000","232,00000","5,00000",,"100,00000",Без дефектов,,,"1,60845","25,00000","46,67875",РРМ 310,"38,62247","18,00000","45,34398","1,5","10,00000",H,"7,00000",,"1,18000","63,85000"
п.39318 от 20.01.25 до 20.07.25,"18,08000","77,00000",,,,,,"26,00000","224,00000","5,00000",,"15,00000",Без дефектов,Белый цвет жидкого продукта,,"1,57731","14,00000","40,15455",,"12,45189",,"14,44419",,,,,,"1,16000","54,60000"
п.39319 от 17.01.25 до 17.07.25,,"69,00000",,,,,,"12,00000",,,,"30,00000",Без дефектов,,,,,,,,"4,00000",,,,,,,"1,00000","33,60000"
п.39320 от 22.01.25 до 22.07.25,"99,92000","70,00000",,,,,,"12,00000",,"7,80000",,"40,00000",Без дефектов,,"3,00000",,,,D'LAC WEF 3020,,"3,20000",,,,,,,"1,02000","43,70000"
п.39321 от 21.01.25 до 21.07.25,"39,70000","110,00000","0,31600","0,27400","0,00900",,"-0,15700","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,56236","27,00000","47,00250",РРМ 310,"38,23686","18,00000","44,32227","1,5","10,00000",H,"7,00000",,"1,16000","63,45000"
п.39322 от 20.01.25 до 20.07.25,"35,80000","95,00000","0,54500","-0,28500","-0,10900",,"-0,45200","28,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"2,15583","23,00000","49,08250",РРМ 310,"36,67295","18,00000","53,82101","1,5","10,00000",H,"7,00000",,"1,46000","72,10000"
п.39323 от 22.01.25 до 22.07.25,"24,90000","126,00000","0,31700","0,16200","0,21800",,"-0,16500","34,00000","249,00000","26,00000",,"110,00000",Без дефектов,,,"1,54069",,"43,89318",PPU 331,"54,76114","24,00000","63,97349","1,5","10,00000",H,"6,00000",,"1,17000","57,80000"
п.39324 от 16.01.25 до 16.07.25,"41,62000","135,50000","0,42693","0,42560","0,03368",,"0,00034","55,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"1,46845",,"45,61000",РРМ 310,"41,65753","19,00000","45,88905","1,5","10,00000",F,"7,00000",,"1,11000","60,80000"
п.39326 от 20.01.25 до 20.07.25,"3,70000","98,00000","0,17200","0,12500","-0,06100",,"-0,10100","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,27144",,"51,09318",РРМ 310,"39,47604","20,00000","42,27570",1,"10,00000",H,"7,00000",,"1,08000","60,15000"
п.39327 от 20.01.25 до 20.01.27,,,"1,45300","1,43300","0,02000",,"-0,23800",,,,,,,,,,"35,00000",,,,,,,,,,,"1,18000",
п.39328 от 22.01.25 до 22.07.25,"34,40000","98,00000","0,19800","0,11900","0,07400",,"-0,13900","29,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"2,20950","20,00000","48,47750",РРМ 310,"40,43113","19,60000","60,02254","1,5","10,00000",F,"7,00000",,"1,48000","72,15000"
п.39329 от 20.01.25 до 20.07.25,"39,40000","112,00000","0,33600","-0,08600","-0,11100",,"-0,30500","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,83301","26,00000","47,35188",РРМ 310,"38,01327","18,00000","48,98916","1,5","10,00000",H,"7,00000",,"1,29000","67,35000"
п.39330 от 24.01.25 до 24.07.25,"37,00000","87,50000","0,58800","0,13000","-0,57300",,"-0,03000","30,00000","232,00000","7,00000",,"100,00000",Без дефектов,,,"1,60961","26,00000","40,91875",РРМ 310,"43,98961","18,00000","49,19013","1,5","10,00000",H,"7,00000",,"1,15000","58,90000"
п.39332 от 21.01.25 до 21.07.25,"37,50000","81,50000","0,39500","0,36800","0,14100",,"0,02300","29,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,62847","24,00000","48,62500",РРМ 310,"37,53910","18,00000","44,58166","1,5","10,00000",H,"7,00000",,"1,20000","65,75000"
